abelmosk,mallow,shrub,woody plant,vascular plant
althea,mallow,shrub,woody plant,vascular plant
poppy mallow,mallow,shrub,woody plant,vascular plant
hibiscus,mallow,shrub,woody plant,vascular plant
mountain hollyhock,mallow,shrub,woody plant,vascular plant
seashore mallow,mallow,shrub,woody plant,vascular plant
chaparral mallow,mallow,shrub,woody plant,vascular plant
malope,mallow,shrub,woody plant,vascular plant
waxmallow,mallow,shrub,woody plant,vascular plant
glade mallow,mallow,shrub,woody plant,vascular plant
New Zealand cotton,natural fiber,fiber,material,substance
Virginia mallow,mallow,shrub,woody plant,vascular plant
Queensland hemp,mallow,shrub,woody plant,vascular plant
Indian mallow,mallow,shrub,woody plant,vascular plant
checkerbloom,mallow,shrub,woody plant,vascular plant
globe mallow,mallow,shrub,woody plant,vascular plant
tulipwood,wood,plant material,material,substance
portia tree,tulipwood tree,tree,woody plant,vascular plant
cream-of-tartar tree,angiospermous tree,tree,woody plant,vascular plant
baobab,angiospermous tree,tree,woody plant,vascular plant
balsa,wood,plant material,material,substance
silver quandong,wood,plant material,material,substance
sterculia,angiospermous tree,tree,woody plant,vascular plant
kurrajong,bottle-tree,tree,woody plant,vascular plant
Queensland bottletree,bottle-tree,tree,woody plant,vascular plant
nut-leaved screw tree,screw tree,shrub,woody plant,vascular plant
looking glass tree,angiospermous tree,tree,woody plant,vascular plant
looking-glass plant,angiospermous tree,tree,woody plant,vascular plant
cacao,angiospermous tree,tree,woody plant,vascular plant
obeche,wood,plant material,material,substance
basswood,wood,plant material,material,substance
corchorus,subshrub,shrub,woody plant,vascular plant
honeypot,protea,shrub,woody plant,vascular plant
silk oak,grevillea,shrub,woody plant,vascular plant
rewa-rewa,angiospermous tree,tree,woody plant,vascular plant
she-oak,casuarina,tree,woody plant,vascular plant
erica,heath,shrub,woody plant,vascular plant
briarroot,root,plant organ,plant part,natural object
briarwood,wood,plant material,material,substance
madrona,arbutus,shrub,woody plant,vascular plant
strawberry tree,arbutus,shrub,woody plant,vascular plant
heartleaf manzanita,manzanita,shrub,woody plant,vascular plant
Parry manzanita,manzanita,shrub,woody plant,vascular plant
downy manzanita,manzanita,shrub,woody plant,vascular plant
spike heath,heath,shrub,woody plant,vascular plant
heather,heath,shrub,woody plant,vascular plant
white heather,heath,shrub,woody plant,vascular plant
Connemara heath,heath,shrub,woody plant,vascular plant
creeping snowberry,shrublet,shrub,woody plant,vascular plant
teaberry,shrublet,shrub,woody plant,vascular plant
mountain laurel,kalmia,shrub,woody plant,vascular plant
swamp laurel,kalmia,shrub,woody plant,vascular plant
sheep laurel,kalmia,shrub,woody plant,vascular plant
sorrel tree,angiospermous tree,tree,woody plant,vascular plant
mountain heath,heath,shrub,woody plant,vascular plant
purple heather,heath,shrub,woody plant,vascular plant
coast rhododendron,rhododendron,shrub,woody plant,vascular plant
rosebay,rhododendron,shrub,woody plant,vascular plant
swamp azalea,rhododendron,shrub,woody plant,vascular plant
azalea,rhododendron,shrub,woody plant,vascular plant
American cranberry,cranberry,shrub,woody plant,vascular plant
European cranberry,cranberry,shrub,woody plant,vascular plant
huckleberry,blueberry,shrub,woody plant,vascular plant
farkleberry,blueberry,shrub,woody plant,vascular plant
low-bush blueberry,blueberry,shrub,woody plant,vascular plant
rabbiteye blueberry,blueberry,shrub,woody plant,vascular plant
dwarf bilberry,blueberry,shrub,woody plant,vascular plant
high-bush blueberry,blueberry,shrub,woody plant,vascular plant
evergreen blueberry,blueberry,shrub,woody plant,vascular plant
evergreen huckleberry,blueberry,shrub,woody plant,vascular plant
bilberry,blueberry,shrub,woody plant,vascular plant
bog bilberry,blueberry,shrub,woody plant,vascular plant
dryland blueberry,blueberry,shrub,woody plant,vascular plant
grouseberry,blueberry,shrub,woody plant,vascular plant
deerberry,blueberry,shrub,woody plant,vascular plant
cowberry,cranberry,shrub,woody plant,vascular plant
diapensia,subshrub,shrub,woody plant,vascular plant
shortia,flower,angiosperm,spermatophyte,vascular plant
epacris,Australian heath,shrub,woody plant,vascular plant
tree heath,Australian heath,shrub,woody plant,vascular plant
Indian pipe,wildflower,angiosperm,spermatophyte,vascular plant
pinesap,wildflower,angiosperm,spermatophyte,vascular plant
snow plant,wildflower,angiosperm,spermatophyte,vascular plant
common beech,beech,tree,woody plant,vascular plant
copper beech,beech,tree,woody plant,vascular plant
American beech,beech,tree,woody plant,vascular plant
weeping beech,beech,tree,woody plant,vascular plant
Japanese beech,beech,tree,woody plant,vascular plant
chestnut,wood,plant material,material,substance
myrtle beech,southern beech,tree,woody plant,vascular plant
Coigue,southern beech,tree,woody plant,vascular plant
New Zealand beech,southern beech,tree,woody plant,vascular plant
roble beech,southern beech,tree,woody plant,vascular plant
rauli beech,southern beech,tree,woody plant,vascular plant
black beech,southern beech,tree,woody plant,vascular plant
hard beech,southern beech,tree,woody plant,vascular plant
oak,wood,plant material,material,substance
birch,wood,plant material,material,substance
alder,wood,plant material,material,substance
European hornbeam,hornbeam,tree,woody plant,vascular plant
American hornbeam,hornbeam,tree,woody plant,vascular plant
Old World hop hornbeam,hop hornbeam,tree,woody plant,vascular plant
Eastern hop hornbeam,hop hornbeam,tree,woody plant,vascular plant
centaury,flower,angiosperm,spermatophyte,vascular plant
prairie gentian,wildflower,angiosperm,spermatophyte,vascular plant
gentian,flower,angiosperm,spermatophyte,vascular plant
marsh pink,sabbatia,marsh plant,aquatic plant,vascular plant
prairia Sabbatia,sabbatia,marsh plant,aquatic plant,vascular plant
fringe bush,fringe tree,tree,woody plant,vascular plant
tanglebush,forestiera,shrub,woody plant,vascular plant
primrose jasmine,jasmine,shrub,woody plant,vascular plant
winter jasmine,jasmine,shrub,woody plant,vascular plant
common jasmine,jasmine,shrub,woody plant,vascular plant
Arabian jasmine,jasmine,shrub,woody plant,vascular plant
Amur privet,privet,shrub,woody plant,vascular plant
ibolium privet,privet,shrub,woody plant,vascular plant
Japanese privet,privet,shrub,woody plant,vascular plant
Chinese privet,privet,shrub,woody plant,vascular plant
Ligustrum obtusifolium,privet,shrub,woody plant,vascular plant
California privet,privet,shrub,woody plant,vascular plant
common privet,privet,shrub,woody plant,vascular plant
Himalayan lilac,lilac,shrub,woody plant,vascular plant
Hungarian lilac,lilac,shrub,woody plant,vascular plant
Japanese tree lilac,lilac,shrub,woody plant,vascular plant
Japanese lilac,lilac,shrub,woody plant,vascular plant
common lilac,lilac,shrub,woody plant,vascular plant
manna,sap,solution,mixture,substance
Virginian witch hazel,witch hazel,shrub,woody plant,vascular plant
vernal witch hazel,witch hazel,shrub,woody plant,vascular plant
iron tree,angiospermous tree,tree,woody plant,vascular plant
hickory,wood,plant material,material,substance
pecan,wood,plant material,material,substance
bush willow,angiospermous tree,tree,woody plant,vascular plant
wild olive,oleaster,shrub,woody plant,vascular plant
silverberry,oleaster,shrub,woody plant,vascular plant
Russian olive,oleaster,shrub,woody plant,vascular plant
loosestrife,subshrub,shrub,woody plant,vascular plant
Queen's crape myrtle,angiospermous tree,tree,woody plant,vascular plant
pyinma,wood,plant material,material,substance
myrtaceous tree,angiospermous tree,tree,woody plant,vascular plant
gumwood,wood,plant material,material,substance
eucalyptus,wood,plant material,material,substance
tupelo,wood,plant material,material,substance
Alpine enchanter's nightshade,enchanter's nightshade,evening primrose,herb,vascular plant
Circaea lutetiana,enchanter's nightshade,evening primrose,herb,vascular plant
California fuchsia,shrublet,shrub,woody plant,vascular plant
lady's-eardrop,fuchsia,shrub,woody plant,vascular plant
konini,fuchsia,shrub,woody plant,vascular plant
mangrove,angiospermous tree,tree,woody plant,vascular plant
garland flower,daphne,shrub,woody plant,vascular plant
spurge laurel,daphne,shrub,woody plant,vascular plant
mezereon,daphne,shrub,woody plant,vascular plant
deer grass,subshrub,shrub,woody plant,vascular plant
begonia,flower,angiosperm,spermatophyte,vascular plant
dillenia,angiospermous tree,tree,woody plant,vascular plant
poon,wood,plant material,material,substance
gamboge tree,angiospermous tree,tree,woody plant,vascular plant
St John's wort,subshrub,shrub,woody plant,vascular plant
frostweed,helianthemum,shrub,woody plant,vascular plant
rockrose,helianthemum,shrub,woody plant,vascular plant
rush rose,helianthemum,shrub,woody plant,vascular plant
false heather,subshrub,shrub,woody plant,vascular plant
beach heather,subshrub,shrub,woody plant,vascular plant
red lauan,wood,plant material,material,substance
hydnocarpus oil,oil,lipid,macromolecule,molecule
ocotillo,candlewood,shrub,woody plant,vascular plant
boojum tree,candlewood,shrub,woody plant,vascular plant
American dog violet,violet,viola,herb,vascular plant
sweet white violet,violet,viola,herb,vascular plant
Canada violet,violet,viola,herb,vascular plant
dog violet,violet,viola,herb,vascular plant
two-eyed violet,violet,viola,herb,vascular plant
sweet violet,violet,viola,herb,vascular plant
bird's-foot violet,violet,viola,herb,vascular plant
downy yellow violet,violet,viola,herb,vascular plant
long-spurred violet,violet,viola,herb,vascular plant
pale violet,violet,viola,herb,vascular plant
hedge violet,violet,viola,herb,vascular plant
baby's tears,groundcover,vegetation,collection,group
Pipturus albidus,angiospermous tree,tree,woody plant,vascular plant
marijuana,cannabis,shrub,woody plant,vascular plant
Indian hemp,cannabis,shrub,woody plant,vascular plant
golden fig,fig tree,tree,woody plant,vascular plant
banyan,fig tree,tree,woody plant,vascular plant
pipal,fig tree,tree,woody plant,vascular plant
India-rubber tree,fig tree,tree,woody plant,vascular plant
mistletoe fig,fig tree,tree,woody plant,vascular plant
Port Jackson fig,fig tree,tree,woody plant,vascular plant
paper mulberry,angiospermous tree,tree,woody plant,vascular plant
trumpetwood,angiospermous tree,tree,woody plant,vascular plant
winged elm,elm,tree,woody plant,vascular plant
American elm,elm,tree,woody plant,vascular plant
smooth-leaved elm,elm,tree,woody plant,vascular plant
cedar elm,elm,tree,woody plant,vascular plant
witch elm,elm,tree,woody plant,vascular plant
Dutch elm,elm,tree,woody plant,vascular plant
Huntingdon elm,elm,tree,woody plant,vascular plant
water elm,elm,tree,woody plant,vascular plant
English elm,elm,tree,woody plant,vascular plant
Siberian elm,elm,tree,woody plant,vascular plant
slippery elm,elm,tree,woody plant,vascular plant
Jersey elm,elm,tree,woody plant,vascular plant
September elm,elm,tree,woody plant,vascular plant
rock elm,elm,tree,woody plant,vascular plant
European hackberry,hackberry,tree,woody plant,vascular plant
American hackberry,hackberry,tree,woody plant,vascular plant
sugarberry,hackberry,tree,woody plant,vascular plant
bearded iris,iris,iridaceous plant,bulbous plant,vascular plant
beardless iris,iris,iridaceous plant,bulbous plant,vascular plant
bulbous iris,iris,iridaceous plant,bulbous plant,vascular plant
orrisroot,root,plant organ,plant part,natural object
stinking iris,iris,iridaceous plant,bulbous plant,vascular plant
Persian iris,iris,iridaceous plant,bulbous plant,vascular plant
yellow iris,iris,iridaceous plant,bulbous plant,vascular plant
dwarf iris,iris,iridaceous plant,bulbous plant,vascular plant
blue flag,iris,iridaceous plant,bulbous plant,vascular plant
